,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm
4112,Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0
4113,Mahindra XUV500 W6 2WD,2013,750000,110000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,1600.0
4114,Maruti Alto 800 LXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0
4115,Maruti Ertiga ZDI,2014,620000,130000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,200.0,1750.0
4116,Maruti Swift VDI,2013,400000,188000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0
4117,Ford Figo 1.5D Titanium MT,2015,480000,80000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
4118,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,48676,Petrol,Individual,Manual,First Owner,19.7,796,35.0,8,59.820564999999995,3000.0
4119,Hyundai Santro Xing XL eRLX Euro II,2006,105000,60000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4120,Datsun GO Plus Anniversary Edition,2018,475000,40000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,7,104.0,4000.0
4121,Toyota Etios Liva GD,2012,275000,120000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4122,Tata Indica DLX,2003,40000,70000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4123,Maruti Alto 800 VXI,2018,300000,15000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,69.0,3500.0
4124,Tata Indica Vista Terra TDI BSIII,2011,70000,80000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,135.0,2500.0
4125,Ford EcoSport 1.5 TDCi Titanium BSIV,2017,900000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,1750.0
4126,Toyota Etios 1.4 VXD,2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.04,5,170.0,1800.0
4127,Hyundai Santro DX,2003,55000,120000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4128,Maruti Zen LXI,2000,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0
4129,Renault Duster 85PS Diesel RxL Optional,2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5,200.0,1900.0
4130,Hyundai Santro Era,2019,425000,15000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0
4131,Maruti Ciaz ZDi Plus SHVS,2017,900000,65000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0
4132,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,150000,70000,Petrol,Individual,Manual,Second Owner,16.5,1172,65.0,5,96.0,3000.0
4133,Maruti Wagon R LXI BS IV,2016,400000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0
4134,Mahindra Scorpio S4 Plus,2016,800000,79500,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,280.0,1800.0
4135,Hyundai Santro Xing XS,2007,165000,90000,Petrol,Individual,Manual,Third Owner,17.8,1086,63.0,5,96.10517,3000.0
4136,Nissan Terrano XL 85 PS,2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0
4137,Hyundai Verna 1.6 SX CRDi (O),2011,390000,153000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0
4138,Ford Fiesta 1.4 Duratec ZXI,2008,136000,200185,Petrol,Individual,Manual,First Owner,16.6,1388,68.0,5,159.848395,2000.0
4139,Maruti Swift Dzire ZDI,2013,475000,149000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
4140,Ford Figo 1.5D Titanium MT,2016,515000,100000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
4141,Maruti Ignis 1.2 Delta BSIV,2018,535000,12000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0
4142,Hyundai i10 Magna,2011,215000,40000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.7,4000.0
4143,Maruti Zen LXI,1997,70000,100000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0
4144,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,445000,27000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0
4145,Maruti Wagon R VXI BS IV,2015,335000,120000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0
4146,Maruti Eeco 5 Seater AC BSIV,2014,300000,49025,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,101.0,3000.0
4147,Tata Nano Twist XE,2015,110000,15000,Petrol,Individual,Manual,First Owner,25.4,624,37.5,4,51.0,4000.0
4148,Maruti Alto K10 LXI,2014,240000,90000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,90.0,3500.0
4149,BMW 7 Series 730Ld,2010,2000000,90000,Diesel,Individual,Automatic,Second Owner,14.49,2993,258.0,5,560.0,1500.0
4150,Chevrolet Tavera B1-10 seats BSII,2009,295000,195000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10,186.32635,1800.0
4151,Mahindra Scorpio 2.6 CRDe,2006,310000,90000,Diesel,Individual,Manual,Third Owner,10.5,2179,120.0,8,290.0,1800.0
4152,Maruti 800 AC,1997,29999,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0
4153,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0
4154,Maruti Swift Dzire 1.2 Vxi BSIV,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,114.0,4000.0
4155,Maruti Swift Dzire VXI,2013,385000,120000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,114.0,4000.0
4156,Mahindra XUV500 AT W10 AWD,2016,1300000,40000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,330.0,1600.0
4157,Ford Fiesta 1.6 Duratec EXI,2009,210000,60000,Petrol,Individual,Manual,Third Owner,15.3,1596,101.0,5,146.11908499999998,3400.0
4158,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Individual,Manual,First Owner,10.5,2179,120.0,7,290.0,1800.0
4159,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,112000,Diesel,Individual,Manual,First Owner,10.5,2609,120.0,9,290.0,1800.0
4160,Ford Figo Diesel ZXI,2011,170000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0
4161,Honda City i DTEC VX,2014,650000,140000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,200.0,1750.0
4162,Maruti Esteem AX,1997,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,15.9,1298,85.0,5,110.0,4500.0
4163,Maruti Alto LXi,2012,145000,70000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0
4164,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,681000,27000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5,230.0,1500.0
4165,Honda City i DTec VX,2016,750000,86000,Diesel,Individual,Manual,Third Owner,26.0,1498,98.6,5,200.0,1750.0
4166,Maruti Alto LXi,2007,110000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0
4167,Maruti Wagon R AX BSIII,2006,100000,100000,Petrol,Individual,Automatic,Second Owner,16.0,1061,64.0,5,84.33718999999999,3500.0
4168,Maruti Alto K10 VXI,2016,260000,120000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0
4169,Maruti Swift 1.3 VXi,2007,150000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4170,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6,115.0,3500.0
4171,Hyundai i20 Asta,2009,200000,81000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5,111.79581,4000.0
4172,Chevrolet Beat LS,2011,125000,90000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,108.0,4400.0
4173,Maruti 800 Std,2001,45000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0
4174,Chevrolet Beat LS,2012,124000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,108.0,4400.0
4175,Tata Indica GLS BS IV,2007,80000,80000,Petrol,Individual,Manual,Third Owner,15.3,1193,65.3,5,102.0,2600.0
4176,Maruti Ertiga VXI CNG Limited Edition,2014,545000,35000,CNG,Individual,Manual,First Owner,22.8,1373,80.9,7,110.0,4000.0
4177,Maruti Ertiga ZDI Plus,2019,1050000,20000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7,200.0,1750.0
4178,Chevrolet Sail 1.2 LS,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0
4179,Mahindra XUV500 AT W10 FWD,2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,7,330.0,1600.0
4180,Mahindra XUV500 W6 2WD,2014,750000,50000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0
4181,Tata Tiago 1.2 Revotron XZ,2016,425000,13500,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0
4182,Maruti Alto 800 LXI Optional,2016,300000,38000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0
4183,Maruti Ertiga ZDI Plus,2019,1200000,14000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7,200.0,1750.0
4184,Honda Civic 1.8 V MT,2009,240000,70000,Petrol,Individual,Manual,First Owner,13.5,1799,130.0,5,172.0,4300.0
4185,Mahindra KUV 100 mFALCON D75 K8,2016,450000,55000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6,190.0,1750.0
4186,Maruti Wagon R LXI,2006,80000,150000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0
4187,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,160000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0
4188,Chevrolet Sail Hatchback Diesel Base,2013,295000,50000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5,205.0,1750.0
4189,Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5,135.0,2500.0
4190,Hyundai Verna 1.6 SX,2013,700000,76460,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0
4191,Ford Figo Diesel Titanium,2011,180000,125000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0
4192,Mahindra Verito 1.5 D2 BSIII,2012,225000,110000,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0,5,160.0,2000.0
4193,Hyundai EON Era Plus,2017,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
4194,Honda City i DTEC SV,2015,625000,30000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0
4195,Hyundai i10 Magna LPG,2013,275000,70000,LPG,Individual,Manual,Second Owner,19.2,1086,68.05,5,99.04,4500.0
4196,Hyundai i10 Era,2013,245000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0
4197,Maruti Zen Estilo VXI BSIV,2010,160000,200000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0
4198,Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
4199,Honda Amaze E i-Dtech,2014,450000,76000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0
4200,Tata Indica V2 DLS,2007,85000,150000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,83.35652499999999,2500.0
4201,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1938000,35000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7,343.0,1400.0
4202,Hyundai i20 2015-2017 Magna 1.2,2016,550000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0
4203,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,551000,110000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,1750.0
4204,Honda Amaze S i-VTEC,2018,585000,15000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5,109.0,4500.0
4205,Hyundai Accent Executive,2013,172000,120000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5,124.6,3500.0
4206,Tata Tiago 1.05 Revotorq XT Option,2017,350000,24000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5,140.0,1800.0
4207,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,700000,53000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,1750.0
4208,Maruti Alto LXi,2011,148000,40000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0
4209,Maruti Eeco CNG HTR 5-STR,2016,330000,47370,CNG,Individual,Manual,First Owner,21.94,1196,63.0,5,83.0,3000.0
4210,Skoda Octavia Ambiente 1.9 TDI MT,2007,110000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,5,210.0,2000.0
4211,Maruti Swift VDI Windsong Limited edition,2015,450000,100000,Diesel,Individual,Manual,First Owner,25.2,1248,73.94,5,190.0,2000.0
4212,Chevrolet Captiva LT,2009,260000,80000,Diesel,Individual,Manual,Second Owner,11.5,1991,147.9,7,320.0,2000.0
4213,Hyundai i10 Sportz,2011,200000,91000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0
4214,Maruti Ritz LDi,2013,245000,80000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0
4215,Maruti Eeco CNG 5 Seater AC BSIV,2016,320000,80000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,85.0,3000.0
4216,Hyundai Accent GLE CNG,2008,120000,110000,CNG,Individual,Manual,Third Owner,13.2,1495,94.0,5,122.583125,3500.0
4217,Skoda Superb Elegance 2.0 TDI CR AT,2013,600000,90000,Diesel,Individual,Automatic,First Owner,17.2,1968,138.1,5,320.0,1750.0
4218,Volkswagen Passat 1.8 TSI MT,2010,300000,120000,Petrol,Individual,Manual,Second Owner,14.3,1798,160.0,5,250.0,1500.0
4219,Ford Figo 1.5D Trend MT,2016,400000,45217,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
4220,Hyundai Sonata 2.4 GDi MT,2012,525000,70000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5,250.0,4250.0
4221,Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,133000,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,5,197.0,1750.0
4222,Fiat Grande Punto 1.3 Emotion (Diesel),2011,220000,117000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,5,197.0,1750.0
4223,Honda City 1.5 V MT,2011,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5,146.0,4800.0
4224,Hyundai Accent GLE,2003,59000,70000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5,122.583125,3500.0
4225,Maruti Alto LX,2011,130000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0
4226,Ford Fiesta 1.4 SXi TDCi,2009,180000,163000,Diesel,Dealer,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4227,Volkswagen Polo Diesel Trendline 1.2L,2011,220000,222300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,180.0,2000.0
4228,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,625000,100000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,7,200.0,1400.0
4229,Maruti Ritz LDi,2013,295000,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0
4230,Maruti Swift VDI BSIV,2011,350000,160000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4231,Maruti Swift VVT VXI,2017,509999,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0
4232,Maruti Alto 800 LXI CNG,2020,370000,16000,CNG,Individual,Manual,First Owner,33.0,796,47.3,5,69.0,3500.0
4233,Hyundai Grand i10 Sportz,2016,370000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,114.0,4000.0
4234,Maruti Swift 1.3 VXi,2009,180000,50000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4235,Mahindra Quanto C8,2012,300000,210000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7,240.0,1600.0
4236,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,850000,100000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,1400.0
4237,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1150000,40000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,200.0,1200.0
4238,Jaguar XF 3.0 Litre S Premium Luxury,2016,3500000,35000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,5,600.0,2000.0
4239,Mahindra TUV 300 T10,2018,775000,50000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,1600.0
4240,Honda City 1.5 V MT Exclusive,2010,310000,91000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5,146.0,4800.0
4241,Jeep Compass 2.0 Longitude Option BSIV,2017,1550000,50000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,1750.0
4242,Fiat Linea 1.3 Multijet Active,2015,375000,67000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,209.0,2000.0
4243,Hyundai Grand i10 Sportz,2015,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0
4244,Maruti Ritz ZDi,2013,300000,100000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,190.0,2000.0
4245,Maruti Swift Dzire LDI,2013,350000,185000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
4246,Hyundai Grand i10 CRDi Magna,2015,350000,80000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5,160.0,1500.0
4247,Isuzu D-Max V-Cross Z Prestige,2019,1900000,30000,Diesel,Individual,Automatic,First Owner,12.4,1999,147.9,5,350.0,1800.0
4248,Tata Nexon 1.2 Revotron XM,2020,537000,5000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,170.0,1750.0
4249,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,585000,10000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,95.0,3000.0
4250,Hyundai Santro LP - Euro II,2002,56000,60000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4251,Maruti Ertiga VDI,2012,350000,140000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0
4252,Hyundai Elite i20 Sportz Plus BSIV,2019,700000,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,117.0,4000.0
4253,Maruti Ertiga SHVS VDI,2017,849000,44600,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0
4254,Volkswagen Polo GT TSI BSIV,2014,574000,28080,Petrol,Dealer,Automatic,First Owner,0.0,1197,103.25,5,175.0,1500.0
4255,Hyundai i20 Magna 1.2,2014,484999,28800,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0
4256,Renault KWID RXT,2018,360000,21900,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,72.0,4386.0
4257,Volkswagen Polo GT TSI BSIV,2014,575000,28100,Petrol,Dealer,Automatic,First Owner,0.0,1197,103.25,5,175.0,1500.0
4258,Hyundai i20 Asta 1.4 CRDi,2016,700000,100000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0
4259,Maruti Swift Dzire AMT VDI,2019,825000,7673,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,190.0,2000.0
4260,Maruti Wagon R LXI Minor,2008,114999,100000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0
4261,Tata Manza Aqua Safire,2009,150000,75000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5,116.0,4750.0
4262,Maruti Swift Dzire AMT ZDI Plus,2018,851000,50000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,190.0,2000.0
4263,Hyundai Verna 1.4 VTVT,2014,550000,40000,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,135.3,5000.0
4264,Maruti Ertiga SHVS VDI,2016,890000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0
4265,Mahindra Scorpio 1.99 S10,2014,900000,110000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,280.0,1800.0
4266,Chevrolet Beat Diesel LS,2013,210000,96272,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,150.0,1750.0
4267,BMW 3 Series 320d Prestige,2015,1650000,74000,Diesel,Individual,Automatic,First Owner,18.88,1995,184.0,5,380.0,1750.0
4268,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,750000,168000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,200.05565999999996,1400.0
4269,Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,5,140.0,1800.0
4270,Maruti Vitara Brezza ZDi AMT,2020,925000,7400,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5,200.0,1750.0
4271,Maruti Swift Dzire VXi,2011,275000,70000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,114.0,4000.0
4272,Maruti Wagon R LXI Minor,2009,175000,67000,Petrol,Individual,Manual,First Owner,18.9,1061,67.0,5,84.0,3500.0
4273,Ford Fusion 1.4 TDCi Diesel,2009,155000,110000,Diesel,Individual,Manual,Third Owner,17.7,1399,68.0,5,156.9064,2000.0
4274,Maruti SX4 VDI,2012,325000,175000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,200.0,1750.0
4275,Mahindra Scorpio LX BSIV,2014,700000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,1800.0
4276,Tata Indica V2 DiCOR DLG BS-III,2008,50000,120000,Diesel,Individual,Manual,Third Owner,17.5,1396,70.0,5,140.235095,1800.0
4277,Mahindra Scorpio LX,2012,450000,370000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,1800.0
4278,Hyundai Verna 1.6 SX CRDi (O),2014,645000,150360,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0
4279,Tata Tigor 1.05 Revotorq XZ,2017,597000,15000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5,140.0,1800.0
4280,Renault KWID AMT,2018,400000,30000,Petrol,Individual,Automatic,Second Owner,24.04,999,67.0,5,91.0,4250.0
4281,Maruti Swift Vdi BSIII,2009,300000,150000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,190.0,2000.0
4282,Maruti Swift VDI BSIV,2015,573000,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0
4283,Maruti Alto K10 LXI,2011,180000,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0
4284,Tata Nano Lx,2011,70000,40000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4,47.07192,3000.0
4285,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,154000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,200.05565999999996,1400.0
4286,Hyundai Accent GLS 1.6 ABS,2004,110000,110000,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0,5,122.583125,3500.0
4287,Maruti Ertiga VDI,2013,450000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0
4288,Tata Sumo Gold GX,2013,310000,145000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7,250.0,1000.0
4289,Mahindra KUV 100 D75 K8,2017,400000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0
4290,Maruti Swift ZDi,2014,390000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0
4291,Maruti Alto LXi,2011,122000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0
4292,Hyundai i20 1.4 CRDi Sportz,2012,330000,40000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.66895999999997,1750.0
4293,Mahindra Scorpio SLE BSIV,2010,300000,166000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8,290.0,1800.0
4294,Hyundai i10 Sportz,2011,215000,100000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,111.8,4000.0
4295,Maruti Wagon R LXI Minor,2009,150000,75000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5,84.0,3500.0
4296,Hyundai EON Era,2013,250000,42130,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
4297,Maruti Ritz LXI,2010,180000,53000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5,114.0,4000.0
4298,Maruti Zen LXI,2006,150000,106000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0
4299,Toyota Corolla DX,2005,275000,96000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5,157.887065,4200.0
4300,Maruti Baleno Sigma,2019,556000,10000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0
4301,Maruti Swift Dzire VXI Optional,2016,550000,37000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,115.0,4000.0
4302,Mahindra XUV500 AT W9 2WD,2018,1500000,20000,Diesel,Individual,Automatic,First Owner,16.0,2179,138.0,7,330.0,1600.0
4303,Toyota Etios Liva 1.2 V Dual Tone,2017,549000,35000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,5,104.0,3100.0
4304,Hyundai i20 2015-2017 Asta 1.2,2016,630000,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0
4305,Mahindra Bolero Pik-Up FB 1.7T,2020,679000,5000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,2,200.0,1400.0
4306,Maruti Swift 1.3 ZXI,2011,320000,85000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4307,Hyundai Creta 1.6 CRDi SX,2017,1125000,47000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,259.9,1900.0
4308,Honda City i-DTEC ZX,2017,1050000,50000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0
